DepMap_ID,stripped_cell_line_name,CCLE_Name,Alias,COSMICID,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,WTSI_Master_Cell_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype
ACH-002069,HSOS1,HSOS1_BONE,,,Female,RIKEN,2,-4.057679375,Adherent,DMEM+10%FBS,58.3,,bone,Primary,Bone Cancer,Osteosarcoma,11,,,,bone,osteosarcoma,,
ACH-002142,HUO3N1,HUO3N1_BONE,,909977,Unknown,Sanger,,,,,,CVCL_1297,bone,,Bone Cancer,Osteosarcoma,,SIDM00584,2101,,bone,osteosarcoma,,
ACH-002178,NY,NY_BONE,,910849,Unknown,Sanger,,,,,,CVCL_1613,bone,,Bone Cancer,Osteosarcoma,,SIDM00569,478,,bone,osteosarcoma,,
ACH-002396,SARC9371,SARC9371_BONE,,,Unknown,Sanger,,,,,,CVCL_5G89,bone,,Bone Cancer,Osteosarcoma,,SIDM00033,,,bone,osteosarcoma,,
ACH-000835,GCT,GCT_SOFT_TISSUE,,906999,Male,ATCC,2,-5.159567143,Adherent,McCoy's 5A + 10% FBS,79.8,CVCL_1229,soft_tissue,Metastasis,Sarcoma,Pleomorphic Sarcoma,29,SIDM00853,963,,soft_tissue,pleomorphic_sarcoma,,
ACH-001670,TASK1,TASK1_CENTRAL_NERVOUS_SYSTEM,,,Female,JCRB,,,,,,CVCL_3177,central_nervous_system,Primary,Brain Cancer,Primitive Neuroectodermal Tumor (PNET),21,SIDM00026,,,peripheral_nervous_system,PNET,,
ACH-001711,PFSK1,PFSK1_CENTRAL_NERVOUS_SYSTEM,,683667,Male,ATCC,2,-1.778691064,Adherent,RPMI 1640 + 10% FBS,47.6,CVCL_1642,central_nervous_system,Primary,Brain Cancer,Primitive Neuroectodermal Tumor (PNET),2,SIDM01132,1682,,central_nervous_system,PNET,,
ACH-001453,BPH1,BPH1_PROSTATE,,924105,Male,DSMZ,2,-3.477518741,,,,CVCL_1091,prostate,Primary,Prostate Cancer,Prostate Hyperplasia,68,SIDM00964,1223,,prostate,prostate_hyperplasia,,
ACH-000234,CAKI2,CAKI2_KIDNEY,,,Male,ATCC,2,-2.9532949,Adherent,McCoy's 5A + 10% FBS,55.5,CVCL_0235,kidney,Primary,Kidney Cancer,"Renal Carcinoma, clear cell",69,,,,kidney,renal_cell_carcinoma,clear_cell,
ACH-000313,KMRC3,KMRC3_KIDNEY,,,Male,HSRRB,,,,,,CVCL_2985,kidney,Primary,Kidney Cancer,"Renal Carcinoma, clear cell",,,,,kidney,renal_cell_carcinoma,clear_cell,
ACH-000411,769P,769P_KIDNEY,,910922,Female,ATCC,2,-3.255788603,Adherent,RPMI + 10% FBS,83.3,CVCL_1050,kidney,Primary,Kidney Cancer,"Renal Carcinoma, clear cell",63,SIDM00803,1186,,kidney,renal_cell_carcinoma,clear_cell,
ACH-000433,CAKI1,CAKI1_KIDNEY,,905963,Male,ATCC,2,-2.71998161,Adherent,McCoy's 5A + 10% FBS,50.5,CVCL_0234,skin,Metastasis,Kidney Cancer,"Renal Carcinoma, clear cell",49,SIDM00941,289,,kidney,renal_cell_carcinoma,clear_cell,
ACH-000513,SNU1272,SNU1272_KIDNEY,,,Female,KCLB,,,,,,CVCL_8788,kidney,,Kidney Cancer,"Renal Carcinoma, clear cell",63,,,,kidney,renal_cell_carcinoma,clear_cell,
ACH-000649,786O,786O_KIDNEY,,905947,Male,ATCC,3,-4.269089413,Adherent,RPMI + 10% FBS,63.5,CVCL_1051,kidney,Primary,Kidney Cancer,"Renal Carcinoma, clear cell",58,SIDM00125,301,,kidney,renal_cell_carcinoma,clear_cell,
ACH-000684,KMRC1,KMRC1_KIDNEY,,1298168,Male,HSRRB,3,-1.975643555,,DMEM + 10% FBS,78.4,CVCL_2983,kidney,Primary,Kidney Cancer,"Renal Carcinoma, clear cell",,SIDM00611,1514,,kidney,renal_cell_carcinoma,clear_cell,
ACH-000709,KMRC2,KMRC2_KIDNEY,,,Male,HSRRB,,,,,,CVCL_2984,kidney,Primary,Kidney Cancer,"Renal Carcinoma, clear cell",,,,,kidney,renal_cell_carcinoma,clear_cell,
ACH-000907,SNU349,SNU349_KIDNEY,,,Male,KCLB,2,-3.114915671,Adherent,RPMI + 10% FBS,73.2,CVCL_5054,kidney,Primary,Kidney Cancer,"Renal Carcinoma, clear cell",68,,,,kidney,renal_cell_carcinoma,clear_cell,
ACH-001175,RCC4,RCC4_KIDNEY,,,Unknown,Academic lab,,,,,,CVCL_0498,kidney,,Kidney Cancer,"Renal Carcinoma, clear cell",,,,,kidney,renal_cell_carcinoma,clear_cell,
ACH-002187,RCCAB,RCCAB_KIDNEY,,1524418,Unknown,Sanger,,,,,,CVCL_5868,kidney,,Kidney Cancer,"Renal Carcinoma, clear cell",,SIDM00821,695,,kidney,renal_cell_carcinoma,clear_cell,
ACH-002188,RCCER,RCCER_KIDNEY,,1524417,Unknown,Sanger,,,,,,CVCL_5870,kidney,,Kidney Cancer,"Renal Carcinoma, clear cell",,SIDM00820,694,,kidney,renal_cell_carcinoma,clear_cell,
ACH-002189,RCCFG2,RCCFG2_KIDNEY,,1524414,Unknown,Sanger,,,,,,CVCL_5873,kidney,,Kidney Cancer,"Renal Carcinoma, clear cell",,SIDM00819,1904,,kidney,renal_cell_carcinoma,clear_cell,
ACH-002190,RCCJF,RCCJF_KIDNEY,,1524415,Unknown,Sanger,,,,,,CVCL_5879,kidney,,Kidney Cancer,"Renal Carcinoma, clear cell",,SIDM00818,147,,kidney,renal_cell_carcinoma,clear_cell,
ACH-002191,RCCJW,RCCJW_KIDNEY,,1524416,Unknown,Sanger,,,,,,CVCL_5880,kidney,,Kidney Cancer,"Renal Carcinoma, clear cell",,SIDM00817,1905,,kidney,renal_cell_carcinoma,clear_cell,
ACH-002192,RCCMF,RCCMF_KIDNEY,,1524419,Unknown,Sanger,,,,,,CVCL_5884,kidney,,Kidney Cancer,"Renal Carcinoma, clear cell",,SIDM00816,693,,kidney,renal_cell_carcinoma,clear_cell,
ACH-000792,BFTC909,BFTC909_KIDNEY,,910698,Male,DSMZ,2,-4.605946177,,DMEM + 10% FBS,61.2,CVCL_1084,kidney,Primary,Kidney Cancer,"Renal Carcinoma, transitional cell",64,SIDM00988,1284,,kidney,renal_cell_carcinoma,transitional_cell,
ACH-000016,SLR21,SLR21_KIDNEY,,,Unknown,Academic lab,,,,,,CVCL_V607,kidney,Metastasis,Kidney Cancer,Renal Cell Carcinoma,,,,,kidney,renal_cell_carcinoma,,
ACH-000046,ACHN,ACHN_KIDNEY,,905950,Male,ATCC,,,,,,CVCL_1067,pleural_effusion,Metastasis,Kidney Cancer,Renal Cell Carcinoma,22,SIDM00123,371,,kidney,renal_cell_carcinoma,,
ACH-000127,SLR20,SLR20_KIDNEY,,,Unknown,Academic lab,1,-5.460242562,not found,not found,88,CVCL_V606,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,,,,kidney,renal_cell_carcinoma,,
ACH-000159,OSRC2,OSRC2_KIDNEY,,909250,Male,RIKEN,2,-4.238485876,,RPMI + 10% FBS,80.6,CVCL_1626,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,SIDM00239,1674,,kidney,renal_cell_carcinoma,,
ACH-000171,VMRCRCZ,VMRCRCZ_KIDNEY,,909781,Unknown,HSRRB,,,,,,CVCL_1791,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,SIDM00317,738,,kidney,renal_cell_carcinoma,,
ACH-000189,RCC10RGB,RCC10RGB_KIDNEY,,909974,Male,RIKEN,2,-2.021387338,Adherent,DMEM + 10% FBS,47.6,CVCL_1647,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,SIDM00235,1640,,kidney,renal_cell_carcinoma,,
ACH-000246,SLR23,SLR23_KIDNEY,,,Unknown,Academic lab,2,-4.760812067,Adherent,RPMI;10% FBS,83,CVCL_V609,kidney,Metastasis,Kidney Cancer,Renal Cell Carcinoma,,,,,kidney,renal_cell_carcinoma,,
ACH-000250,KMRC20,KMRC20_KIDNEY,,1298169,Unknown,HSRRB,2,-4.989228032,Adherent,RPMI + 10% FBS,84.8,CVCL_2986,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,SIDM00609,1515,,kidney,renal_cell_carcinoma,,
ACH-000262,UOK101,UOK101_KIDNEY,,,Female,Academic lab,2,-2.681572789,not found,not found,61.3,CVCL_B076,kidney,,Kidney Cancer,Renal Cell Carcinoma,,,,,kidney,renal_cell_carcinoma,,
ACH-000272,SLR24,SLR24_KIDNEY,,,Unknown,Academic lab,2,-4.072239642,Adherent,RPMI; 10% FBS,92.3,CVCL_V610,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,,,,kidney,renal_cell_carcinoma,,
ACH-000300,SLR25,SLR25_KIDNEY,,,Unknown,Academic lab,,,,,,CVCL_V611,kidney,Metastasis,Kidney Cancer,Renal Cell Carcinoma,,,,,kidney,renal_cell_carcinoma,,
ACH-000317,TUHR14TKB,TUHR14TKB_KIDNEY,,,Male,RIKEN,2,-3.233768867,Adherent,RPMI + 10% FBS,63,CVCL_5953,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,,,,kidney,renal_cell_carcinoma,,
ACH-000385,SKRC20,SKRC20_KIDNEY,,,Unknown,Academic lab,2,-3.130590586,not found,not found,82.3,CVCL_V605,kidney,,Kidney Cancer,Renal Cell Carcinoma,,,,,kidney,renal_cell_carcinoma,,
ACH-000428,UO31,UO31_KIDNEY,,905981,Unknown,Academic lab,,,,,,CVCL_1911,kidney,,Kidney Cancer,Renal Cell Carcinoma,,SIDM00112,1636,,kidney,renal_cell_carcinoma,,
ACH-000429,A704,A704_KIDNEY,,910920,Male,ATCC,,,,,,CVCL_1065,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,78,SIDM00849,949,,kidney,renal_cell_carcinoma,,
ACH-000457,CAL54,CAL54_KIDNEY,,910952,Male,DSMZ,,,,,,CVCL_1111,pleural_effusion,Metastasis,Kidney Cancer,Renal Cell Carcinoma,75,SIDM00932,482,,kidney,renal_cell_carcinoma,,
ACH-000459,TUHR10TKB,TUHR10TKB_KIDNEY,,,Male,RIKEN,2,-1.609119178,,RPMI + 10% FBS,45.2,CVCL_5952,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,69,,,,kidney,renal_cell_carcinoma,,
ACH-000484,VMRCRCW,VMRCRCW_KIDNEY,,1240224,Male,RIKEN,1,-3.288748419,Adherent,EMEM + 10% FBS,91.3,CVCL_1790,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,SIDM00318,1459,,kidney,renal_cell_carcinoma,,
ACH-000495,TUHR4TKB,TUHR4TKB_KIDNEY,,,Male,RIKEN,1,-3.398401852,Adherent,DMEM + 10% FBS,77.2,CVCL_5957,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,60,,,,kidney,renal_cell_carcinoma,,
ACH-000555,A498,A498_KIDNEY,,905948,Male,ATCC,,,,,,CVCL_1056,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,52,SIDM00124,602,,kidney,renal_cell_carcinoma,,
ACH-000600,SLR26,SLR26_KIDNEY,,,Unknown,Academic lab,2,-3.369629827,not found,not found,83.4,CVCL_V612,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,,,,kidney,renal_cell_carcinoma,,
ACH-001194,SKRC31,SKRC31_KIDNEY,,,Unknown,Academic lab,1,-3.943150938,,,,CVCL_6186,lung,Metastasis,Kidney Cancer,Renal Cell Carcinoma,,,,,kidney,renal_cell_carcinoma,,
ACH-001224,UMRC2,UMRC2_KIDNEY,,,Unknown,,,,,,,CVCL_2739,kidney,,Kidney Cancer,Renal Cell Carcinoma,,,,,kidney,renal_cell_carcinoma,,
ACH-001225,UMRC6NEO,UMRC6_KIDNEY,,,Unknown,,,,,,,,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,,,,kidney,renal_cell_carcinoma,,
ACH-001398,SW156,SW156_KIDNEY,,1240220,Male,ATCC,,,,,,CVCL_1719,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,75,SIDM01162,272,,kidney,renal_cell_carcinoma,,
ACH-002090,BB65RCC,BB65RCC_KIDNEY,,753533,Unknown,Sanger,,,,,,CVCL_1078,kidney,,Kidney Cancer,Renal Cell Carcinoma,,SIDM00191,181,,kidney,renal_cell_carcinoma,,
ACH-002139,HA7RCC,HA7RCC_KIDNEY,,753558,Unknown,Sanger,,,,,,CVCL_1241,kidney,,Kidney Cancer,Renal Cell Carcinoma,,SIDM00188,1790,,kidney,renal_cell_carcinoma,,
ACH-002150,LB1047RCC,LB1047RCC_KIDNEY,,753577,Unknown,Sanger,,,,,,CVCL_1364,kidney,,Kidney Cancer,Renal Cell Carcinoma,,SIDM00187,658,,kidney,renal_cell_carcinoma,,
ACH-002151,LB2241RCC,LB2241RCC_KIDNEY,,753578,Unknown,Sanger,,,,,,CVCL_1365,kidney,,Kidney Cancer,Renal Cell Carcinoma,,SIDM00186,552,,kidney,renal_cell_carcinoma,,
ACH-002155,LB996RCC,LB996RCC_KIDNEY,,753585,Unknown,Sanger,,,,,,CVCL_1371,kidney,,Kidney Cancer,Renal Cell Carcinoma,,SIDM00180,1755,,kidney,renal_cell_carcinoma,,
ACH-002167,NCC010,NCC010_KIDNEY,,1509073,Unknown,Sanger,,,,,,CVCL_X505,kidney,,Kidney Cancer,Renal Cell Carcinoma,,SIDM00231,688,,kidney,renal_cell_carcinoma,,
ACH-002168,NCC021,NCC021_KIDNEY,,1509074,Unknown,Sanger,,,,,,CVCL_X506,kidney,,Kidney Cancer,Renal Cell Carcinoma,,SIDM00232,1020,,kidney,renal_cell_carcinoma,,
ACH-002195,RXF393,RXF393_KIDNEY,,905978,Unknown,Sanger,,,,,,CVCL_1673,kidney,,Kidney Cancer,Renal Cell Carcinoma,,SIDM00086,1526,,kidney,renal_cell_carcinoma,,
ACH-002199,SN12C,SN12C_KIDNEY,,905979,Unknown,Sanger,,,,,,CVCL_1705,kidney,,Kidney Cancer,Renal Cell Carcinoma,,SIDM00094,156,,kidney,renal_cell_carcinoma,,
ACH-000375,G402,G402_SOFT_TISSUE,,907298,Female,ATCC,2,-3.281017999,,McCoy's 5A + 10% FBS,81.1,CVCL_1221,kidney,Primary,Kidney Cancer,Renal Leiomyoblastoma,0.75,SIDM00855,1089,,soft_tissue,malignant_rhabdoid_tumor,renal_leiomyoblastoma,
ACH-001163,CCLFPEDS0001T,PEDS005TSUSP_KIDNEY,,,Male,Cancer Cell Line Factory,2,-3.882083047,not found,not found,89.8,,kidney,Metastasis,Kidney Cancer,Renal Medullary Carcinoma,,,,Adherent version of CCLFPEDS0001T,kidney,renal_cell_carcinoma,renal_medullary_carcinoma,
ACH-001295,Y79,Y79_AUTONOMIC_GANGLIA,,,Female,ATCC,2,-3.246448178,Suspension,RPMI 1640 + 20% FBS,77.1,CVCL_1893,eye,,Eye Cancer,Retinoblastoma,2.5,,,,eye,retinoblastoma,,
ACH-001421,WERIRB1,WERIRB1_AUTONOMIC_GANGLIA,,,Female,ATCC,2,-2.499622602,Suspension,RPMI 1640 + 10% FBS,64.8,CVCL_1792,eye,Primary,Eye Cancer,Retinoblastoma,1,,,,eye,retinoblastoma,,
ACH-000051,TE617T,TE617T_SOFT_TISSUE,,,Female,ATCC,,,,,,CVCL_1755,soft_tissue,Primary,Sarcoma,Rhabdomyosarcoma,1.67,,,,soft_tissue,rhabdomyosarcoma,,
ACH-000689,RH18,RH18_SOFT_TISSUE,,971774,Female,DSMZ,,,,,,CVCL_1659,soft_tissue,,Sarcoma,Rhabdomyosarcoma,2,SIDM00454,861,,soft_tissue,rhabdomyosarcoma,,
ACH-000772,TE441T,TE441T_SOFT_TISSUE,,924248,Female,ATCC,,,,,,CVCL_1754,soft_tissue,,Sarcoma,Rhabdomyosarcoma,14,SIDM01173,298,,soft_tissue,rhabdomyosarcoma,,
ACH-001096,JR,JR_SOFT_TISSUE,JR-1,,Unknown,Academic lab,2,-3.538379067,Adherent,RPMI + 10% FBS,47.6,CVCL_RT33,soft_tissue,,Sarcoma,Rhabdomyosarcoma,,,,,soft_tissue,rhabdomyosarcoma,,
ACH-001184,SCMCRM2,SCMCRM2_SOFT_TISSUE,,,Female,Academic lab,2,-2.869363383,Adherent,DMEM + 10% FBS,53.8,CVCL_A667,bone_marrow,Metastasis,Sarcoma,Rhabdomyosarcoma,11,,,,soft_tissue,rhabdomyosarcoma,,PAX3_FKHR
ACH-001189,SJRH30,SJRH30_SOFT_TISSUE,,909716,Male,ATCC,,,,,,CVCL_0041,bone_marrow,Metastasis,Sarcoma,Rhabdomyosarcoma,17,SIDM01095,2260,,soft_tissue,rhabdomyosarcoma,,
ACH-000100,RH41,RH41_SOFT_TISSUE,,1240210,Female,DSMZ,0,-2.898199801,Adherent,RPMI + 10% FBS,75.2,CVCL_2176,liver,Metastasis,Sarcoma,"Rhabdomyosarcoma, alveolar",,SIDM00426,2052,,soft_tissue,rhabdomyosarcoma,alveolar,
ACH-000833,RH30,RH30_SOFT_TISSUE,,,Male,DSMZ,2,-3.363446625,Adherent,RPMI + 10% FBS,61.5,CVCL_0041,bone_marrow,Metastasis,Sarcoma,"Rhabdomyosarcoma, alveolar",17,,,,soft_tissue,rhabdomyosarcoma,alveolar,
ACH-001050,CW9019,CW9019_SOFT_TISSUE,,,Unknown,Academic lab,2,-3.57014403,Adherent,DMEM + 10% FBS,80.7,CVCL_N820,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, alveolar",,,,,soft_tissue,rhabdomyosarcoma,alveolar,
ACH-001740,RH28,RH28_SOFT_TISSUE,,,Male,Academic lab,3,-3.49944858,Adherent,DMEM + 10% FBS,39.2,CVCL_8752,lymph_node,Metastasis,Sarcoma,"Rhabdomyosarcoma, alveolar",17,,,,soft_tissue,rhabdomyosarcoma,alveolar,
ACH-001741,RMS13,RMS13_SOFT_TISSUE,,,Unknown,Academic lab,,,,,,CVCL_UF98,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, alveolar",,,,,soft_tissue,rhabdomyosarcoma,alveolar,
ACH-001743,RC2,RC2_SOFT_TISSUE,,,Unknown,Academic lab,,,,,,CVCL_L510,soft_tissue,Metastasis,Sarcoma,"Rhabdomyosarcoma, alveolar",,,,,soft_tissue,rhabdomyosarcoma,alveolar,PAX3_FKHR
ACH-001745,RHJT,RHJT_SOFT_TISSUE,,,Unknown,Academic lab,3,-4.10122458,Adherent,DMEM + 10% FBS,35.6,CVCL_VU81,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, alveolar",,,,,soft_tissue,rhabdomyosarcoma,alveolar,
ACH-001765,RH4,RH4_SOFT_TISSUE,,,Female,Academic lab,3,-4.488409689,Adherent,DMEM + 10% FBS,72.6,CVCL_5916,liver,Metastasis,Sarcoma,"Rhabdomyosarcoma, alveolar",,,,,soft_tissue,rhabdomyosarcoma,alveolar,
ACH-000169,RD,RD_SOFT_TISSUE,,909264,Female,ATCC,2,-4.693785099,Adherent,DMEM + 10% FBS,81.1,CVCL_1649,soft_tissue,Primary,Sarcoma,"Rhabdomyosarcoma, embryonal",7,SIDM00847,1763,,soft_tissue,rhabdomyosarcoma,embryonal,
ACH-001196,SMSCTR,SMSCTR_SOFT_TISSUE,,,Male,Academic lab,2,-3.87700055,Adherent,DMEM + 10% FBS,61.8,CVCL_A770,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, embryonal",1,,,,soft_tissue,rhabdomyosarcoma,embryonal,
ACH-001750,TTC442,TTC442_SOFT_TISSUE,,,Male,Academic lab,2,-3.940111865,Adherent,RPMI 1640 + 15% FBS,58.3,CVCL_B255,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, embryonal",,,,,soft_tissue,rhabdomyosarcoma,embryonal,
ACH-001751,RH36,RH36_SOFT_TISSUE,,,Male,Academic lab,,,,,,CVCL_M599,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, embryonal",15,,,,soft_tissue,rhabdomyosarcoma,embryonal,
ACH-001790,RH18DM,RH18DM_SOFT_TISSUE,,,Unknown,Academic lab,2,-1.310420583,Adherent,RPMI 1640 + 20% FBS,67.1,,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, embryonal",2,,,,soft_tissue,rhabdomyosarcoma,embryonal,
ACH-000043,HS895T,HS895T_FIBROBLAST,,,Female,ATCC,,,,,,CVCL_0993,fibroblast,Metastasis,Fibroblast,Skin,48,,,,fibroblast,fibroblast_skin,,
ACH-000135,HS940T,HS940T_FIBROBLAST,,1298145,Male,ATCC,,,,,,CVCL_1038,fibroblast,Primary,Fibroblast,Skin,57,SIDM00662,707,,fibroblast,fibroblast_skin,,
ACH-000180,HS839T,HS839T_FIBROBLAST,,,Female,ATCC,,,,,,CVCL_0941,fibroblast,,Fibroblast,Skin,42,,,,fibroblast,fibroblast_skin,,
ACH-000194,HS934T,HS934T_FIBROBLAST,,,Female,ATCC,,,,,,CVCL_1031,fibroblast,Primary,Fibroblast,Skin,58,,,,fibroblast,fibroblast_skin,,
ACH-000240,HS600T,HS600T_FIBROBLAST,Hs 600.T,,Male,ATCC,,,,,,CVCL_0814,fibroblast,Primary,Fibroblast,Skin,,,,,fibroblast,fibroblast_skin,,
ACH-000275,HS834T,HS834T_FIBROBLAST,,,Female,,,,,,,CVCL_0938,lymph_node,Metastasis,Fibroblast,Skin,,,,,fibroblast,fibroblast_skin,,
ACH-000306,HS688AT,HS688AT_FIBROBLAST,,,Male,ATCC,,,,,,CVCL_0846,fibroblast,Primary,Fibroblast,Skin,69,,,,fibroblast,fibroblast_skin,,
ACH-000177,NCIH660,NCIH660_PROSTATE,,1330975,Male,ATCC,,,,,,CVCL_1576,lymph_node,Metastasis,Prostate Cancer,Small Cell Carcinoma,63,SIDM01123,87,,prostate,prostate_small_cell,,
ACH-000225,ECC12,ECC12_STOMACH,,906849,Male,RIKEN,,,,,,CVCL_1189,stomach,,Gastric Cancer,Small Cell Carcinoma,63,SIDM00279,2094,,gastric,gastric_small_cell,,
ACH-000560,ECC10,ECC10_STOMACH,,906848,Male,RIKEN,,,,,,CVCL_1188,liver,,Gastric Cancer,Small Cell Carcinoma,,SIDM00280,799,,gastric,gastric_small_cell,,
ACH-002201,TCYIK,TCYIK_CERVIX,,946357,Unknown,Sanger,,,,,,CVCL_1737,cervix,,Cervical Cancer,Small Cell Carcinoma,,SIDM00234,579,,cervix,cervical_small_cell,,
ACH-001278,BIN67,BIN67_OVARY,,,Female,Academic lab,2,-3.738484567,not found,not found,43,CVCL_S987,bone,Metastasis,Ovarian Cancer,Small Cell Carcinoma of the Ovary Hypercalcemic Type (SCCOHT),,,,,ovary,SCCOHT,,
ACH-001279,SCCOHT1,SCCOHT1_OVARY,,,Unknown,Academic lab,2,-3.55245701,not found,not found,41,CVCL_VU69,ovary,,Ovarian Cancer,Small Cell Carcinoma of the Ovary Hypercalcemic Type (SCCOHT),,,,,ovary,SCCOHT,,
ACH-000129,NCIH1341,NCIH1341_LUNG,,1330964,Female,ATCC,,,,,,CVCL_1463,cervix,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00646,1825,,lung,SCLC,,
ACH-000179,NCIH1618,NCIH1618_LUNG,,,Female,ATCC,,,,,,CVCL_1480,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),55,,,,lung,SCLC,,
ACH-000187,CORL311,CORL311_LUNG,,687980,Male,ECACC,1,-3.043764243,,RPMI + 10% FBS + 2mM Glutamine,68.1,CVCL_2412,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),63,SIDM00509,1167,,lung,SCLC,,
ACH-000257,CORL279,CORL279_LUNG,,910937,Male,ECACC,2,-2.099715851,,RPMI + 10% FBS + 2mM Glutamine,84.9,CVCL_1140,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),63,SIDM00511,1768,,lung,SCLC,,
ACH-000290,NCIH209,NCIH209_LUNG,H209,688013,Male,ATCC,2,-5.344153022,Adherent,RPMI 1640 + 20% FBS,95.9,CVCL_1525,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),55,SIDM00706,452,,lung,SCLC,,
ACH-000292,NCIH841,NCIH841_LUNG,,1240192,Male,ATCC,2,-3.24715499,,DMEM:F12 (1:1) + 10% FBS + 1ml Insulin-Transferrin-Selenium,55.2,CVCL_1595,lung,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),51,SIDM01134,1372,,lung,SCLC,,
ACH-000297,NCIH889,NCIH889_LUNG,,,Female,ATCC,,,,,,CVCL_1598,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),69,,,,lung,SCLC,,
ACH-000298,NCIH2029,NCIH2029_LUNG,,688011,Female,ATCC,,,,,,CVCL_1516,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),69,SIDM00735,2106,,lung,SCLC,,
ACH-000355,NCIH82,NCIH82_LUNG,,688031,Male,ATCC,2,-2.8106344,Adherent,RPMI + 10% FBS,49.2,CVCL_1591,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),41,SIDM01131,1545,,lung,SCLC,,
ACH-000358,NCIH69,NCIH69_LUNG,,688027,Male,ATCC,,,,,,CVCL_1579,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),55,SIDM01121,1016,,lung,SCLC,,
ACH-000382,CORL24,CORL24_LUNG,,,Male,ECACC,,,,,,CVCL_2409,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),71,,,,lung,SCLC,,
ACH-000394,NCIH2081,NCIH2081_LUNG,,908480,Female,ATCC,,,,,,CVCL_1522,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),59,SIDM00710,914,,lung,SCLC,,
ACH-000399,NCIH2196,NCIH2196_LUNG,,908481,Male,ATCC,,,,,,CVCL_1539,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),67,SIDM00731,916,,lung,SCLC,,
ACH-000431,NCIH1694,NCIH1694_LUNG,,688006,Male,ATCC,2,-4.205856082,Suspension,F10,83,CVCL_1489,ascites,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),61,SIDM00741,451,,lung,SCLC,,
ACH-000506,NCIH146,NCIH146_LUNG,,910899,Male,ATCC,,,,,,CVCL_1473,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),59,SIDM00698,932,,lung,SCLC,,
ACH-000508,CORL88,CORL88_LUNG,,906808,Male,ECACC,,,,,,CVCL_1141,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),55,SIDM00506,774,,lung,SCLC,,
ACH-000514,NCIH1092,NCIH1092_LUNG,,687997,Male,ATCC,2,-3.529716272,Suspension,RPMI + 5% FBS + 2mM L-glutamine + 5ml Insulin-Transferrin-Selenium + 10nM Hydrocortisone + 10nM Beta estradiol,68.7,CVCL_1454,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),67,SIDM00653,1928,,lung,SCLC,,
ACH-000515,HCC33,HCC33_LUNG,,1303901,Male,DSMZ,,,,,,CVCL_2058,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),52,SIDM01071,353,,lung,SCLC,,
ACH-000523,NCIH1184,NCIH1184_LUNG,H1184,,Male,ATCC,,,,,,CVCL_1458,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),42,,,,lung,SCLC,,
