Rank	NCT Number	Title	Acronym	Status	Study Results	Conditions	Interventions	Outcome Measures	Sponsor/Collaborators	Gender	Age	Phases	Enrollment	Funded Bys	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	First Posted	Results First Posted	Last Update Posted	Locations	Study Documents	URL
1556	NCT00004041	Gene Therapy in Treating Patients With Recurrent Malignant Gliomas		Completed	No Results Available	Brain and Central Nervous System Tumors	Biological: Ad5CMV-p53 gene|Procedure: conventional surgery		Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins|National Cancer Institute (NCI)	All	"18 Years to 120 Years   (Adult, Older Adult)"	Phase 1		Other|NIH	Interventional	Primary Purpose: Treatment	NABTC-9703|CDR0000066871	25-Feb-99	22-Jul-02	1-Jul-03	19-Jul-04		27-Jun-18	"UCSF Cancer Center and Cancer Research Institute, San Francisco, California, United States|Dana-Farber Cancer Institute, Boston, Massachusetts, United States|University of Michigan Comprehensive Cancer Center, Ann Arbor, Michigan, United States|University of Pittsburgh Cancer Institute, Pittsburgh, Pennsylvania, United States|Simmons Cancer Center - Dallas, Dallas, Texas, United States|University of Texas - MD Anderson Cancer Center, Houston, Texas, United States|University of Texas Health Science Center at San Antonio, San Antonio, Texas, United States|University of Wisconsin Comprehensive Cancer Center, Madison, Wisconsin, United States"		https://ClinicalTrials.gov/show/NCT00004041
1557	NCT00002639	Suramin in Treating Patients With Recurrent Primary Brain Tumors		Completed	No Results Available	Brain and Central Nervous System Tumors	Drug: chemotherapy|Drug: suramin		Emory University|National Cancer Institute (NCI)	All	"15 Years and older   (Child, Adult, Older Adult)"	Phase 2		Other|NIH	Interventional	Primary Purpose: Treatment	CDR0000064118|EUC-DON-9420|NCI-T94-0033O	Jul-95		May-04	26-May-04		21-Jun-13	"Department of Neurosurgery - Emory, Atlanta, Georgia, United States"		https://ClinicalTrials.gov/show/NCT00002639
1558	NCT00004113	Temozolomide in Treating Patients With Recurrent Malignant Glioma		Completed	No Results Available	Brain and Central Nervous System Tumors	Drug: temozolomide		Memorial Sloan Kettering Cancer Center|National Cancer Institute (NCI)	All	"18 Years and older   (Adult, Older Adult)"	Phase 2		Other|NIH	Interventional	Primary Purpose: Treatment	99-019|CDR0000067337|NCI-G99-1602	Jun-99	Oct-01	Oct-01	21-May-04		19-Jun-13	"Memorial Sloan-Kettering Cancer Center, New York, New York, United States"		https://ClinicalTrials.gov/show/NCT00004113
1559	NCT00005082	Magnetic Resonance Imaging in Determining Extent of Cancer in Patients With Newly Diagnosed Glioma		Completed	No Results Available	Brain and Central Nervous System Tumors	Procedure: biopsy|Procedure: magnetic resonance imaging		Jonsson Comprehensive Cancer Center|National Cancer Institute (NCI)	All	"18 Years and older   (Adult, Older Adult)"	Not Applicable	1	Other|NIH	Interventional	Primary Purpose: Diagnostic	CDR0000067691|UCLA-9808001|NCI-G00-1725	Nov-98	Nov-00		23-Apr-04		8-Jan-13	"Jonsson Comprehensive Cancer Center, UCLA, Los Angeles, California, United States"		https://ClinicalTrials.gov/show/NCT00005082
1560	NCT00274755	Magnetic Resonance Imaging and Magnetic Resonance Spectroscopic Imaging in Evaluating Patients Who Are Undergoing Treatment for Gliomas		Completed	No Results Available	Brain and Central Nervous System Tumors	Drug: chemotherapy|Procedure: conventional surgery|Procedure: magnetic resonance imaging|Procedure: magnetic resonance spectroscopic imaging|Radiation: radiation therapy	Survival|Time to clinical progression	"University of California, San Francisco|National Cancer Institute (NCI)"	All	"18 Years and older   (Adult, Older Adult)"	Phase 2	250	Other|NIH	Interventional	Masking: None (Open Label)|Primary Purpose: Diagnostic	CDR0000441015|UCSF-05106	Nov-03	Apr-07		11-Jan-06		20-May-14	"UCSF Helen Diller Family Comprehensive Cancer Center, San Francisco, California, United States"		https://ClinicalTrials.gov/show/NCT00274755
1561	NCT00027625	Gefitinib Plus Temozolomide in Treating Patients With Malignant Primary Glioma		Completed	No Results Available	Brain and Central Nervous System Tumors	Drug: gefitinib|Drug: temozolomide		Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins|National Cancer Institute (NCI)	All	"18 Years to 120 Years   (Adult, Older Adult)"	Phase 1		Other|NIH	Interventional	Primary Purpose: Treatment	NABTC-0102|CDR0000069049	28-Jan-02	17-Mar-05	1-Nov-05	27-Jan-03		27-Jun-18	"Jonsson Comprehensive Cancer Center, UCLA, Los Angeles, California, United States|UCSF Comprehensive Cancer Center, San Francisco, California, United States|Warren Grant Magnuson Clinical Center - NCI Clinical Studies Support, Bethesda, Maryland, United States|Dana-Farber/Harvard Cancer Center at Dana Farber Cancer Institute, Boston, Massachusetts, United States|University of Michigan Comprehensive Cancer Center, Ann Arbor, Michigan, United States|Memorial Sloan-Kettering Cancer Center, New York, New York, United States|University of Pittsburgh Cancer Institute, Pittsburgh, Pennsylvania, United States|Simmons Cancer Center - Dallas, Dallas, Texas, United States|University of Texas - MD Anderson Cancer Center, Houston, Texas, United States|University of Texas Health Science Center at San Antonio, San Antonio, Texas, United States|University of Wisconsin Comprehensive Cancer Center, Madison, Wisconsin, United States"		https://ClinicalTrials.gov/show/NCT00027625
1562	NCT00022724	CCI-779 in Treating Patients With Malignant Glioma		Completed	No Results Available	Brain and Central Nervous System Tumors	Drug: temsirolimus		Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins|National Cancer Institute (NCI)	All	"18 Years to 120 Years   (Adult, Older Adult)"	Phase 1|Phase 2	49	Other|NIH	Interventional	Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Primary Purpose: Treatment	NABTC-0101|CDR0000068848	27-Aug-01	4-May-06	15-Dec-07	27-Jan-03		26-Jun-18	"Jonsson Comprehensive Cancer Center at UCLA, Los Angeles, California, United States|UCSF Comprehensive Cancer Center, San Francisco, California, United States|Warren Grant Magnuson Clinical Center - NCI Clinical Studies Support, Bethesda, Maryland, United States|Dana-Farber/Harvard Cancer Center at Dana Farber Cancer Institute, Boston, Massachusetts, United States|University of Michigan Comprehensive Cancer Center, Ann Arbor, Michigan, United States|Memorial Sloan-Kettering Cancer Center, New York, New York, United States|Hillman Cancer Center at University of Pittsburgh Cancer Institute, Pittsburgh, Pennsylvania, United States|M.D. Anderson Cancer Center at University of Texas, Houston, Texas, United States|University of Texas Health Science Center at San Antonio, San Antonio, Texas, United States|University of Wisconsin Comprehensive Cancer Center, Madison, Wisconsin, United States"		https://ClinicalTrials.gov/show/NCT00022724
1563	NCT00006025	Temozolomide Plus Irinotecan in Treating Patients With Recurrent Malignant Glioma		Completed	No Results Available	Brain and Central Nervous System Tumors	Drug: irinotecan hydrochloride|Drug: temozolomide		Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins|National Cancer Institute (NCI)	All	"18 Years to 120 Years   (Adult, Older Adult)"	Phase 1		Other|NIH	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Primary Purpose: Treatment	NABTC-9907|CDR0000068037|UCLA-0006095|NCI-2012-02353	5-Jan-01	10-Jan-05	1-Dec-07	27-Jan-03		27-Jun-18	"Jonsson Comprehensive Cancer Center, UCLA, Los Angeles, California, United States|UCSF Comprehensive Cancer Center, San Francisco, California, United States|Warren Grant Magnuson Clinical Center - NCI Clinical Studies Support, Bethesda, Maryland, United States|Dana-Farber/Harvard Cancer Center at Dana Farber Cancer Institute, Boston, Massachusetts, United States|Memorial Sloan-Kettering Cancer Center, New York, New York, United States|Hillman Cancer Center at University of Pittsburgh Cancer Institute, Pittsburgh, Pennsylvania, United States|University of Texas - MD Anderson Cancer Center, Houston, Texas, United States|University of Texas Health Science Center at San Antonio, San Antonio, Texas, United States|University of Wisconsin Comprehensive Cancer Center, Madison, Wisconsin, United States"		https://ClinicalTrials.gov/show/NCT00006025
1564	NCT00005951	Irinotecan Plus Temozolomide in Treating Patients With Recurrent Primary Malignant Glioma		Completed	No Results Available	Brain and Central Nervous System Tumors	Drug: irinotecan hydrochloride|Drug: temozolomide		Duke University|National Cancer Institute (NCI)	All	"18 Years and older   (Adult, Older Adult)"	Phase 1		Other|NIH	Interventional	Primary Purpose: Treatment	1087|DUMC-1087-02-6R3|DUMC-001087-006R1|DUMC-1067-99-6|NCI-G00-1795|DUMC-001087-01-6R2|CDR0000067931	Aug-00	Apr-06	Apr-06	27-Jan-03		22-Aug-14	"Duke Comprehensive Cancer Center, Durham, North Carolina, United States"		https://ClinicalTrials.gov/show/NCT00005951
1565	NCT00039364	Imatinib Mesylate in Treating Patients With Gliomas		Completed	No Results Available	Brain and Central Nervous System Tumors	Drug: imatinib mesylate		European Organisation for Research and Treatment of Cancer - EORTC	All	"18 Years and older   (Adult, Older Adult)"	Phase 2	112	Other	Interventional	Primary Purpose: Treatment	EORTC-16011-26013|EORTC-16011|EORTC-26013	Mar-02	Aug-04		27-Jan-03		24-Jul-12	"Kaiser Franz Josef Hospital, Vienna, Austria|U.Z. Gasthuisberg, Leuven, Belgium|Centre de Lutte Contre le Cancer, Georges-Francois Leclerc, Dijon, France|CRLCC Nantes - Atlantique, Nantes-Saint Herblain, France|Centre Antoine Lacassagne, Nice, France|Institut Gustave Roussy, Villejuif, France|Azienda Ospedaliera di Padova, Padova, Italy|Daniel Den Hoed Cancer Center at Erasmus Medical Center, Rotterdam, Netherlands|Centre Hospitalier Universitaire Vaudois, Lausanne, Switzerland|Beatson Oncology Centre, Glasgow, Scotland, United Kingdom"		https://ClinicalTrials.gov/show/NCT00039364
1566	NCT00036894	CC-5013 in Treating Patients With Recurrent Glioma		Completed	No Results Available	Brain and Central Nervous System Tumors	Drug: lenalidomide		National Cancer Institute (NCI)	All	"18 Years and older   (Adult, Older Adult)"	Phase 1		NIH	Interventional	Primary Purpose: Treatment	CDR0000069338|NCI-02-C-0145	Mar-02			27-Jan-03		30-Apr-15	"Warren Grant Magnuson Clinical Center - NCI Clinical Studies Support, Bethesda, Maryland, United States"		https://ClinicalTrials.gov/show/NCT00036894
1567	NCT00006474	"Temozolomide and O6-benzylguanine in Treating Patients With Newly Diagnosed, Recurrent, or Progressive Anaplastic Glioma"		Completed	No Results Available	Brain and Central Nervous System Tumors	Drug: O6-benzylguanine|Drug: temozolomide|Procedure: conventional surgery		Duke University|National Cancer Institute (NCI)	All	"18 Years and older   (Adult, Older Adult)"	Phase 1		Other|NIH	Interventional	Primary Purpose: Treatment	1388|DUMC-1388-02-8R2|DUMC-1388-00-8|NCI-490|DUMC-1388-01-8R1|CDR0000068301	Mar-01	Aug-04	Aug-04	27-Jan-03		20-Jun-13	"Duke Comprehensive Cancer Center, Durham, North Carolina, United States"		https://ClinicalTrials.gov/show/NCT00006474
1568	NCT00005976	Pyrazoloacridine Plus Carboplatin in Treating Patients With Recurrent Glioma		Completed	No Results Available	Brain and Central Nervous System Tumors	Drug: carboplatin|Drug: pyrazoloacridine		National Cancer Institute (NCI)	All	"18 Years and older   (Adult, Older Adult)"	Phase 2	60	NIH	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	NCI-2012-01850|NCCTG-987254|CDR0000067963	May-00	Dec-06	Apr-07	27-Jan-03		3-Jun-13	"CCOP - Scottsdale Oncology Program, Scottsdale, Arizona, United States|Mayo Clinic, Jacksonville, Florida, United States|CCOP - Illinois Oncology Research Association, Peoria, Illinois, United States|CCOP - Carle Cancer Center, Urbana, Illinois, United States|CCOP - Cedar Rapids Oncology Project, Cedar Rapids, Iowa, United States|CCOP - Iowa Oncology Research Association, Des Moines, Iowa, United States|Siouxland Hematology-Oncology, Sioux City, Iowa, United States|CCOP - Wichita, Wichita, Kansas, United States|CCOP - Ochsner, New Orleans, Louisiana, United States|CCOP - Duluth, Duluth, Minnesota, United States|Mayo Clinic Cancer Center, Rochester, Minnesota, United States|CentraCare Health Plaza, Saint Cloud, Minnesota, United States|CCOP - Metro-Minnesota, Saint Louis Park, Minnesota, United States|CCOP - Missouri Valley Cancer Consortium, Omaha, Nebraska, United States|Medcenter One Health System, Bismarck, North Dakota, United States|CCOP - Merit Care Hospital, Fargo, North Dakota, United States|Altru Cancer Center, Grand Forks, North Dakota, United States|CCOP - Toledo Community Hospital, Toledo, Ohio, United States|CCOP - Geisinger Clinic and Medical Center, Danville, Pennsylvania, United States|Rapid City Regional Hospital, Rapid City, South Dakota, United States|CCOP - Sioux Community Cancer Consortium, Sioux Falls, South Dakota, United States|CCOP - St. Vincent Hospital Cancer Center, Green Bay, Green Bay, Wisconsin, United States|Allan Blair Cancer Centre, Regina, Saskatchewan, Canada"		https://ClinicalTrials.gov/show/NCT00005976
1569	NCT00004028	Carmustine in Treating Patients With Recurrent Malignant Glioma		Completed	No Results Available	Brain and Central Nervous System Tumors	Drug: carmustine|Procedure: conventional surgery		National Cancer Institute (NCI)	All	"18 Years and older   (Adult, Older Adult)"	Phase 1		NIH	Interventional	Primary Purpose: Treatment	CDR0000065129|NABTT-101-9601|JHOC-NABTT-101-9601|NCI-T96-0052H	Sep-96			27-Jan-03		9-Feb-09	"University of Alabama at Birmingham Comprehensive Cancer Center, Birmingham, Alabama, United States|H. Lee Moffitt Cancer Center and Research Institute, Tampa, Florida, United States|Emory University Hospital - Atlanta, Atlanta, Georgia, United States|Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins, Baltimore, Maryland, United States|Massachusetts General Hospital Cancer Center, Boston, Massachusetts, United States|Henry Ford Hospital, Detroit, Michigan, United States|Comprehensive Cancer Center at Wake Forest University, Winston-Salem, North Carolina, United States|University of Pennsylvania Cancer Center, Philadelphia, Pennsylvania, United States|University of Texas Health Science Center at San Antonio, San Antonio, Texas, United States"		https://ClinicalTrials.gov/show/NCT00004028
1570	NCT00004024	Biological Therapy Following Surgery and Radiation Therapy in Treating Patients With Primary or Recurrent Astrocytoma or Oligodendroglioma		Completed	No Results Available	Brain and Central Nervous System Tumors	Biological: aldesleukin|Biological: autologous tumor cell vaccine|Biological: muromonab-CD3|Biological: sargramostim|Biological: therapeutic autologous lymphocytes|Procedure: surgical procedure|Radiation: radiation therapy		Barbara Ann Karmanos Cancer Institute|National Cancer Institute (NCI)	All	"18 Years and older   (Adult, Older Adult)"	Phase 2	60	Other|NIH	Interventional	Masking: None (Open Label)|Primary Purpose: Treatment	CDR0000067243|P30CA022453|WSU-C-1403-BT|NCI-G99-1567	Jun-97	Jan-04	Jan-04	27-Jan-03		5-Apr-13	"Barbara Ann Karmanos Cancer Institute, Detroit, Michigan, United States"		https://ClinicalTrials.gov/show/NCT00004024
1571	NCT00498979	"Sodium Stibogluconate and IFNa-2b Followed By CDDP, VLB and DTIC Treating Pts.With Advanced Melanoma or Other Cancers"		Completed	No Results Available	Stage IV Melanoma	Biological: recombinant interferon alfa-2b|Drug: cisplatin|Drug: sodium stibogluconate|Drug: dacarbazine|Drug: vinblastine	Safety of the combination of sodium stibogluconate and interferon alfa-2b with chemotherapy|Effects of sodium stibogluconate on interferon alfa-2b induced gene modulation and signal transduction pathways by measuring the serum soluble gene product|Effectiveness of sodium stibogluconate in inhibiting the protein tyrosine phosphatases SHP-1 and SHP-2 assayed from peripheral blood leukocytes|Pharmacokinetics of sodium stibogluconate in serum at escalating doses|Clinical response to the combination of sodium stibogluconate and interferon alfa-2b as priming for combination chemotherapy	Case Comprehensive Cancer Center|National Cancer Institute (NCI)	All	"18 Years and older   (Adult, Older Adult)"	Phase 1	22	Other|NIH	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	CASE3Y06	May-07	May-10	Jan-12	11-Jul-07		24-Jul-20	"Cleveland Clinic Taussig Institute, Case Comprehensive Cancer Center, Cleveland, Ohio, United States"		https://ClinicalTrials.gov/show/NCT00498979
